DIA  , DESAYUNO  , COLACION_MATUTINA  , COMIDA_ENTRADA  , COMIDA_ENTRADA  , COMIDA_PRINCIPAL  , COMIDA_PRINCIPAL  , COLACION_VESPERTINA  , CENA  , ACIDOFOLICOG , CALCIOMG , EQUIVALENTEAZUCARESCONGRASA , EQUIVALENTEACEITESYGRASASCONPROTEINAS , EQUIVALENTEACEITESYGRASAS , EQUIVALENTELECHECONAZUCAR , EQUIVALENTELECHEENTERA , HIERROMG , EQUIVALENTEAOAALTOENGRASA , KILOCALORIAS , FIBRAG , EQUIVALENTEFRUTAS , EQUIVALENTECEREALESCONGRASA , COLESTEROLMG , SODIOMG , EQUIVALENTEVERDURAS , AGSATURADOSG , EQUIVALENTEAOABAJOENGRASA , EQUIVALENTEAOAMODERADOSENGRASA , EQUIVALENTECEREALESSINGRASA , EQUIVALENTEAZUCARESSINGRASA , EQUIVALENTELEGUMINOSAS , EQUIVALENTEAOAMUYBAJOSENGRASA
21 , 11 , 112 , 132 , 118 , 160 , 143 , 193 , 260 , " (144.2,144.2) [8700,46400] " , " (615,615) [43500,75400] " , " (0,0) [0,1] " , " (0,0) [1,2] " , " (5.16667,5.16667) [3,4] " , " (0,0) [0,1] " , " (0.95,0.95) [1,2] " , " (11.7,11.7) [638,1044] " , " (1.6,1.6) [1,2] " , " (2249.73,2249.73) [2000,2350] " , " (34.0895,34.0895) [15,30] " , " (1.91667,1.91667) [2,4] " , " (2,2) [2,3] " , " (414.625,414.625) [50,455] " , " (3099.89,3099.89) [1000,4000] " , " (4.69333,4.69333) [1,3] " , " (4.13333,4.13333) [0,7] " , " (2,2) [1,2] " , " (1.5,1.5) [1,2] " , " (9.8,9.8) [8,9] " , " (2.83333,2.83333) [3,4] " , " (2.03571,2.03571) [1,2] " , " (4,4) [1,2] "
22 , 66 , 96 , 131 , 125 , 185 , 151 , 192 , 272 , " (218.823,218.823) [8700,46400] " , " (697.4,697.4) [43500,75400] " , " (0,0) [0,1] " , " (0.666667,0.666667) [1,2] " , " (2.7,2.7) [3,4] " , " (0,0) [0,1] " , " (0.75,0.75) [1,2] " , " (12.27,12.27) [638,1044] " , " (0,0) [1,2] " , " (2165.96,2165.96) [2000,2350] " , " (32.3607,32.3607) [15,30] " , " (2.76,2.76) [2,4] " , " (2,2) [2,3] " , " (258.875,258.875) [50,455] " , " (2298.15,2298.15) [1000,4000] " , " (2.38,2.38) [1,3] " , " (1.54,1.54) [0,7] " , " (4,4) [1,2] " , " (1.5,1.5) [1,2] " , " (10.4,10.4) [8,9] " , " (1.33333,1.33333) [3,4] " , " (2.16,2.16) [1,2] " , " (1,1) [1,2] "
23 , 20 , 84 , 128 , 134 , 175 , 181 , 227 , 246 , " (159.887,159.887) [8700,46400] " , " (994.777,994.777) [43500,75400] " , " (0,0) [0,1] " , " (1,1) [1,2] " , " (4,4) [3,4] " , " (0,0) [0,1] " , " (0.75,0.75) [1,2] " , " (14.8367,14.8367) [638,1044] " , " (1.66667,1.66667) [1,2] " , " (2232.97,2232.97) [2000,2350] " , " (25.4212,25.4212) [15,30] " , " (2,2) [2,4] " , " (3,3) [2,3] " , " (177.008,177.008) [50,455] " , " (3203.59,3203.59) [1000,4000] " , " (2.9,2.9) [1,3] " , " (3.9,3.9) [0,7] " , " (1.5,1.5) [1,2] " , " (1.66667,1.66667) [1,2] " , " (10.9,10.9) [8,9] " , " (2,2) [3,4] " , " (1.78571,1.78571) [1,2] " , " (3,3) [1,2] "
24 , 11 , 112 , 129 , 132 , 160 , 147 , 193 , 260 , " (158.633,158.633) [8700,46400] " , " (668.11,668.11) [43500,75400] " , " (0,0) [0,1] " , " (0,0) [1,2] " , " (5.08333,5.08333) [3,4] " , " (0,0) [0,1] " , " (1,1) [1,2] " , " (12.7,12.7) [638,1044] " , " (1.6,1.6) [1,2] " , " (2152.42,2152.42) [2000,2350] " , " (26.4095,26.4095) [15,30] " , " (1.7,1.7) [2,4] " , " (2,2) [2,3] " , " (425.817,425.817) [50,455] " , " (3758.31,3758.31) [1000,4000] " , " (4.96667,4.96667) [1,3] " , " (4.58333,4.58333) [0,7] " , " (2,2) [1,2] " , " (1.5,1.5) [1,2] " , " (9.3,9.3) [8,9] " , " (3,3) [3,4] " , " (1.53571,1.53571) [1,2] " , " (4,4) [1,2] "
25 , 66 , 96 , 131 , 122 , 185 , 137 , 192 , 272 , " (230.762,230.762) [8700,46400] " , " (681.7,681.7) [43500,75400] " , " (0,0) [0,1] " , " (0.666667,0.666667) [1,2] " , " (2.95,2.95) [3,4] " , " (0,0) [0,1] " , " (0.75,0.75) [1,2] " , " (11.1033,11.1033) [638,1044] " , " (0,0) [1,2] " , " (2192.31,2192.31) [2000,2350] " , " (32.6527,32.6527) [15,30] " , " (2.61294,2.61294) [2,4] " , " (2,2) [2,3] " , " (270.475,270.475) [50,455] " , " (3254.09,3254.09) [1000,4000] " , " (2.99333,2.99333) [1,3] " , " (1.64,1.64) [0,7] " , " (4,4) [1,2] " , " (1.5,1.5) [1,2] " , " (10.4,10.4) [8,9] " , " (0.666667,0.666667) [3,4] " , " (2.16,2.16) [1,2] " , " (1.66667,1.66667) [1,2] "
26 , 20 , 84 , 125 , 124 , 181 , 175 , 227 , 246 , " (179.187,179.187) [8700,46400] " , " (994.777,994.777) [43500,75400] " , " (0,0) [0,1] " , " (1,1) [1,2] " , " (4,4) [3,4] " , " (0,0) [0,1] " , " (0.75,0.75) [1,2] " , " (14.8367,14.8367) [638,1044] " , " (1.66667,1.66667) [1,2] " , " (2201.98,2201.98) [2000,2350] " , " (24.5883,24.5883) [15,30] " , " (2,2) [2,4] " , " (3,3) [2,3] " , " (177.008,177.008) [50,455] " , " (3182.35,3182.35) [1000,4000] " , " (3.2,3.2) [1,3] " , " (3.9,3.9) [0,7] " , " (1.5,1.5) [1,2] " , " (1.66667,1.66667) [1,2] " , " (10.9,10.9) [8,9] " , " (2,2) [3,4] " , " (1.5,1.5) [1,2] " , " (3,3) [1,2] "
27 , 11 , 107 , 133 , 128 , 151 , 185 , 235 , 284 , " (157.955,157.955) [8700,46400] " , " (660.7,660.7) [43500,75400] " , " (0,0) [0,1] " , " (0,0) [1,2] " , " (3.2,3.2) [3,4] " , " (0,0) [0,1] " , " (1.05,1.05) [1,2] " , " (10.1667,10.1667) [638,1044] " , " (0,0) [1,2] " , " (1994.8,1994.8) [2000,2350] " , " (30.4245,30.4245) [15,30] " , " (3.1,3.1) [2,4] " , " (2.33333,2.33333) [2,3] " , " (440.725,440.725) [50,455] " , " (2752.58,2752.58) [1000,4000] " , " (2.70333,2.70333) [1,3] " , " (1.34,1.34) [0,7] " , " (4,4) [1,2] " , " (1.5,1.5) [1,2] " , " (9.5,9.5) [8,9] " , " (2.33333,2.33333) [3,4] " , " (2.03571,2.03571) [1,2] " , " (0,0) [1,2] "
28 , 66 , 96 , 131 , 134 , 185 , 151 , 192 , 272 , " (221.193,221.193) [8700,46400] " , " (697.4,697.4) [43500,75400] " , " (0,0) [0,1] " , " (0.666667,0.666667) [1,2] " , " (2.7,2.7) [3,4] " , " (0,0) [0,1] " , " (0.75,0.75) [1,2] " , " (12.27,12.27) [638,1044] " , " (0,0) [1,2] " , " (2167.76,2167.76) [2000,2350] " , " (32.5007,32.5007) [15,30] " , " (2.76,2.76) [2,4] " , " (2,2) [2,3] " , " (258.875,258.875) [50,455] " , " (2298.01,2298.01) [1000,4000] " , " (2.48,2.48) [1,3] " , " (1.54,1.54) [0,7] " , " (4,4) [1,2] " , " (1.5,1.5) [1,2] " , " (10.4,10.4) [8,9] " , " (1.33333,1.33333) [3,4] " , " (2.16,2.16) [1,2] " , " (1,1) [1,2] "
29 , 20 , 84 , 118 , 127 , 181 , 175 , 227 , 246 , " (164.567,164.567) [8700,46400] " , " (993.877,993.877) [43500,75400] " , " (0,0) [0,1] " , " (1,1) [1,2] " , " (4,4) [3,4] " , " (0,0) [0,1] " , " (0.75,0.75) [1,2] " , " (15.2367,15.2367) [638,1044] " , " (1.66667,1.66667) [1,2] " , " (2218.48,2218.48) [2000,2350] " , " (25.7583,25.7583) [15,30] " , " (2,2) [2,4] " , " (3,3) [2,3] " , " (177.008,177.008) [50,455] " , " (3434.49,3434.49) [1000,4000] " , " (3.6,3.6) [1,3] " , " (3.9,3.9) [0,7] " , " (1.5,1.5) [1,2] " , " (1.66667,1.66667) [1,2] " , " (10.9,10.9) [8,9] " , " (2,2) [3,4] " , " (1.5,1.5) [1,2] " , " (3,3) [1,2] "
30 , 43 , 94 , 121 , 130 , 145 , 145 , 235 , 267 , " (206.55,206.55) [8700,46400] " , " (733.783,733.783) [43500,75400] " , " (0,0) [0,1] " , " (1,1) [1,2] " , " (2,2) [3,4] " , " (0,0) [0,1] " , " (0.75,0.75) [1,2] " , " (10.7,10.7) [638,1044] " , " (1,1) [1,2] " , " (2103.57,2103.57) [2000,2350] " , " (38.7115,38.7115) [15,30] " , " (1.42941,1.42941) [2,4] " , " (2,2) [2,3] " , " (131.475,131.475) [50,455] " , " (3279.28,3279.28) [1000,4000] " , " (4.33333,4.33333) [1,3] " , " (1,1) [0,7] " , " (0.5,0.5) [1,2] " , " (4,4) [1,2] " , " (10,10) [8,9] " , " (1.33333,1.33333) [3,4] " , " (2.57143,2.57143) [1,2] " , " (1.33333,1.33333) [1,2] "
31 , 11 , 112 , 132 , 134 , 160 , 143 , 193 , 260 , " (148.29,148.29) [8700,46400] " , " (615.9,615.9) [43500,75400] " , " (0,0) [0,1] " , " (0,0) [1,2] " , " (5.16667,5.16667) [3,4] " , " (0,0) [0,1] " , " (0.95,0.95) [1,2] " , " (11.3,11.3) [638,1044] " , " (1.6,1.6) [1,2] " , " (2251.43,2251.43) [2000,2350] " , " (33.8095,33.8095) [15,30] " , " (1.91667,1.91667) [2,4] " , " (2,2) [2,3] " , " (414.625,414.625) [50,455] " , " (2866.69,2866.69) [1000,4000] " , " (4.89333,4.89333) [1,3] " , " (4.13333,4.13333) [0,7] " , " (2,2) [1,2] " , " (1.5,1.5) [1,2] " , " (9.8,9.8) [8,9] " , " (2.83333,2.83333) [3,4] " , " (2.03571,2.03571) [1,2] " , " (4,4) [1,2] "
32 , 66 , 96 , 122 , 129 , 137 , 185 , 192 , 272 , " (230.762,230.762) [8700,46400] " , " (681.7,681.7) [43500,75400] " , " (0,0) [0,1] " , " (0.666667,0.666667) [1,2] " , " (2.95,2.95) [3,4] " , " (0,0) [0,1] " , " (0.75,0.75) [1,2] " , " (11.1033,11.1033) [638,1044] " , " (0,0) [1,2] " , " (2193.08,2193.08) [2000,2350] " , " (32.6527,32.6527) [15,30] " , " (2.61294,2.61294) [2,4] " , " (2,2) [2,3] " , " (270.475,270.475) [50,455] " , " (3254.19,3254.19) [1000,4000] " , " (2.98333,2.98333) [1,3] " , " (1.64,1.64) [0,7] " , " (4,4) [1,2] " , " (1.5,1.5) [1,2] " , " (10.4,10.4) [8,9] " , " (0.666667,0.666667) [3,4] " , " (2.16,2.16) [1,2] " , " (1.66667,1.66667) [1,2] "
33 , 20 , 84 , 124 , 118 , 175 , 181 , 227 , 246 , " (177.467,177.467) [8700,46400] " , " (993.877,993.877) [43500,75400] " , " (0,0) [0,1] " , " (1,1) [1,2] " , " (4,4) [3,4] " , " (0,0) [0,1] " , " (0.75,0.75) [1,2] " , " (15.2367,15.2367) [638,1044] " , " (1.66667,1.66667) [1,2] " , " (2202.08,2202.08) [2000,2350] " , " (25.0083,25.0083) [15,30] " , " (2,2) [2,4] " , " (3,3) [2,3] " , " (177.008,177.008) [50,455] " , " (3415.41,3415.41) [1000,4000] " , " (3.1,3.1) [1,3] " , " (3.9,3.9) [0,7] " , " (1.5,1.5) [1,2] " , " (1.66667,1.66667) [1,2] " , " (10.9,10.9) [8,9] " , " (2,2) [3,4] " , " (1.5,1.5) [1,2] " , " (3,3) [1,2] "
34 , 66 , 92 , 136 , 132 , 185 , 137 , 235 , 285 , " (159.929,159.929) [8700,46400] " , " (821.61,821.61) [43500,75400] " , " (0,0) [0,1] " , " (0.666667,0.666667) [1,2] " , " (5.21667,5.21667) [3,4] " , " (0,0) [0,1] " , " (0.75,0.75) [1,2] " , " (11.48,11.48) [638,1044] " , " (1,1) [1,2] " , " (2355.67,2355.67) [2000,2350] " , " (32.703,32.703) [15,30] " , " (2.77961,2.77961) [2,4] " , " (2,2) [2,3] " , " (370.362,370.362) [50,455] " , " (3030.65,3030.65) [1000,4000] " , " (2.71667,2.71667) [1,3] " , " (7.02,7.02) [0,7] " , " (4,4) [1,2] " , " (1.7,1.7) [1,2] " , " (9.65,9.65) [8,9] " , " (0.666667,0.666667) [3,4] " , " (2.51714,2.51714) [1,2] " , " (2,2) [1,2] "
35 , 31 , 88 , 129 , 131 , 145 , 145 , 221 , 259 , " (239.591,239.591) [8700,46400] " , " (1220,1220) [43500,75400] " , " (0.333333,0.333333) [0,1] " , " (1,1) [1,2] " , " (3.45,3.45) [3,4] " , " (0,0) [0,1] " , " (1,1) [1,2] " , " (12.8167,12.8167) [638,1044] " , " (1.06667,1.06667) [1,2] " , " (2300.95,2300.95) [2000,2350] " , " (38.3717,38.3717) [15,30] " , " (2.4,2.4) [2,4] " , " (0,0) [2,3] " , " (138.45,138.45) [50,455] " , " (3680.12,3680.12) [1000,4000] " , " (3.30167,3.30167) [1,3] " , " (1.76,1.76) [0,7] " , " (2,2) [1,2] " , " (4,4) [1,2] " , " (12,12) [8,9] " , " (1.33333,1.33333) [3,4] " , " (3,3) [1,2] " , " (0,0) [1,2] "
36 , 11 , 107 , 130 , 126 , 137 , 151 , 234 , 275 , " (228.422,228.422) [8700,46400] " , " (660.167,660.167) [43500,75400] " , " (0,0) [0,1] " , " (0,0) [1,2] " , " (4.91667,4.91667) [3,4] " , " (0,0) [0,1] " , " (1.05,1.05) [1,2] " , " (10.9733,10.9733) [638,1044] " , " (0.333333,0.333333) [1,2] " , " (2098.38,2098.38) [2000,2350] " , " (37.7904,37.7904) [15,30] " , " (2.85294,2.85294) [2,4] " , " (2.33333,2.33333) [2,3] " , " (452.758,452.758) [50,455] " , " (2663.81,2663.81) [1000,4000] " , " (2.88667,2.88667) [1,3] " , " (6.2,6.2) [0,7] " , " (4,4) [1,2] " , " (1.5,1.5) [1,2] " , " (8.7,8.7) [8,9] " , " (1.66667,1.66667) [3,4] " , " (2.75,2.75) [1,2] " , " (0,0) [1,2] "
37 , 57 , 99 , 117 , 118 , 149 , 156 , 192 , 260 , " (336.937,336.937) [8700,46400] " , " (604.543,604.543) [43500,75400] " , " (0,0) [0,1] " , " (0,0) [1,2] " , " (4.8,4.8) [3,4] " , " (0,0) [0,1] " , " (0,0) [1,2] " , " (14.3119,14.3119) [638,1044] " , " (1.6,1.6) [1,2] " , " (2184.89,2184.89) [2000,2350] " , " (35.9024,35.9024) [15,30] " , " (2.78571,2.78571) [2,4] " , " (2.66667,2.66667) [2,3] " , " (302.343,302.343) [50,455] " , " (2314.18,2314.18) [1000,4000] " , " (4.41667,4.41667) [1,3] " , " (2.24,2.24) [0,7] " , " (2,2) [1,2] " , " (1,1) [1,2] " , " (10,10) [8,9] " , " (1.16667,1.16667) [3,4] " , " (2,2) [1,2] " , " (3.71429,3.71429) [1,2] "
38 , 20 , 84 , 133 , 125 , 180 , 181 , 227 , 246 , " (104.997,104.997) [8700,46400] " , " (1098.08,1098.08) [43500,75400] " , " (1,1) [0,1] " , " (1,1) [1,2] " , " (4,4) [3,4] " , " (0,0) [0,1] " , " (0.75,0.75) [1,2] " , " (12.2117,12.2117) [638,1044] " , " (1.66667,1.66667) [1,2] " , " (2224.05,2224.05) [2000,2350] " , " (21.3633,21.3633) [15,30] " , " (1,1) [2,4] " , " (3,3) [2,3] " , " (207.458,207.458) [50,455] " , " (2866.41,2866.41) [1000,4000] " , " (2.41667,2.41667) [1,3] " , " (6.2,6.2) [0,7] " , " (1.75,1.75) [1,2] " , " (1.66667,1.66667) [1,2] " , " (10.9,10.9) [8,9] " , " (2.33333,2.33333) [3,4] " , " (1.5,1.5) [1,2] " , " (3,3) [1,2] "
39 , 66 , 96 , 131 , 134 , 185 , 151 , 235 , 272 , " (221.193,221.193) [8700,46400] " , " (697.4,697.4) [43500,75400] " , " (0,0) [0,1] " , " (0.666667,0.666667) [1,2] " , " (2.7,2.7) [3,4] " , " (0,0) [0,1] " , " (0.75,0.75) [1,2] " , " (12.27,12.27) [638,1044] " , " (0,0) [1,2] " , " (2167.76,2167.76) [2000,2350] " , " (32.5007,32.5007) [15,30] " , " (2.76,2.76) [2,4] " , " (2,2) [2,3] " , " (258.875,258.875) [50,455] " , " (2298.01,2298.01) [1000,4000] " , " (2.48,2.48) [1,3] " , " (1.54,1.54) [0,7] " , " (4,4) [1,2] " , " (1.5,1.5) [1,2] " , " (10.4,10.4) [8,9] " , " (1.33333,1.33333) [3,4] " , " (2.16,2.16) [1,2] " , " (1,1) [1,2] "
40 , 11 , 112 , 132 , 118 , 147 , 143 , 193 , 260 , " (124.735,124.735) [8700,46400] " , " (642.01,642.01) [43500,75400] " , " (0,0) [0,1] " , " (0,0) [1,2] " , " (4.58333,4.58333) [3,4] " , " (0,0) [0,1] " , " (1,1) [1,2] " , " (12.8,12.8) [638,1044] " , " (1.6,1.6) [1,2] " , " (2204.72,2204.72) [2000,2350] " , " (33.4045,33.4045) [15,30] " , " (2.11667,2.11667) [2,4] " , " (2,2) [2,3] " , " (425.817,425.817) [50,455] " , " (3992.33,3992.33) [1000,4000] " , " (4.71,4.71) [1,3] " , " (4.38333,4.38333) [0,7] " , " (2,2) [1,2] " , " (1.5,1.5) [1,2] " , " (9.3,9.3) [8,9] " , " (3,3) [3,4] " , " (2.03571,2.03571) [1,2] " , " (4,4) [1,2] "
41 , 66 , 113 , 121 , 124 , 185 , 151 , 192 , 248 , " (165.24,165.24) [8700,46400] " , " (705.3,705.3) [43500,75400] " , " (0,0) [0,1] " , " (0.666667,0.666667) [1,2] " , " (3.45,3.45) [3,4] " , " (0,0) [0,1] " , " (0.75,0.75) [1,2] " , " (11.9027,11.9027) [638,1044] " , " (0,0) [1,2] " , " (2184.83,2184.83) [2000,2350] " , " (34.36,34.36) [15,30] " , " (3.09333,3.09333) [2,4] " , " (3,3) [2,3] " , " (273.185,273.185) [50,455] " , " (3198.2,3198.2) [1000,4000] " , " (3.03667,3.03667) [1,3] " , " (2.14,2.14) [0,7] " , " (4,4) [1,2] " , " (1.6,1.6) [1,2] " , " (9.19,9.19) [8,9] " , " (1.33333,1.33333) [3,4] " , " (2.23143,2.23143) [1,2] " , " (1.33333,1.33333) [1,2] "
42 , 11 , 107 , 128 , 130 , 185 , 151 , 235 , 284 , " (171.725,171.725) [8700,46400] " , " (664.467,664.467) [43500,75400] " , " (0,0) [0,1] " , " (0,0) [1,2] " , " (2.2,2.2) [3,4] " , " (0,0) [0,1] " , " (1.05,1.05) [1,2] " , " (10.9333,10.9333) [638,1044] " , " (0.333333,0.333333) [1,2] " , " (1951.8,1951.8) [2000,2350] " , " (30.2845,30.2845) [15,30] " , " (3.1,3.1) [2,4] " , " (2.33333,2.33333) [2,3] " , " (450.192,450.192) [50,455] " , " (2836.54,2836.54) [1000,4000] " , " (2.50333,2.50333) [1,3] " , " (0.94,0.94) [0,7] " , " (4,4) [1,2] " , " (1.5,1.5) [1,2] " , " (9,9) [8,9] " , " (2.33333,2.33333) [3,4] " , " (2.03571,2.03571) [1,2] " , " (0,0) [1,2] "
43 , 20 , 84 , 134 , 125 , 181 , 180 , 227 , 246 , " (114.347,114.347) [8700,46400] " , " (1098.08,1098.08) [43500,75400] " , " (1,1) [0,1] " , " (1,1) [1,2] " , " (4,4) [3,4] " , " (0,0) [0,1] " , " (0.75,0.75) [1,2] " , " (12.2117,12.2117) [638,1044] " , " (1.66667,1.66667) [1,2] " , " (2226.95,2226.95) [2000,2350] " , " (21.5333,21.5333) [15,30] " , " (1,1) [2,4] " , " (3,3) [2,3] " , " (207.458,207.458) [50,455] " , " (2634.01,2634.01) [1000,4000] " , " (2.51667,2.51667) [1,3] " , " (6.2,6.2) [0,7] " , " (1.75,1.75) [1,2] " , " (1.66667,1.66667) [1,2] " , " (10.9,10.9) [8,9] " , " (2.33333,2.33333) [3,4] " , " (1.5,1.5) [1,2] " , " (3,3) [1,2] "
44 , 66 , 96 , 133 , 129 , 151 , 185 , 192 , 272 , " (211.843,211.843) [8700,46400] " , " (697.4,697.4) [43500,75400] " , " (0,0) [0,1] " , " (0.666667,0.666667) [1,2] " , " (2.7,2.7) [3,4] " , " (0,0) [0,1] " , " (0.75,0.75) [1,2] " , " (12.27,12.27) [638,1044] " , " (0,0) [1,2] " , " (2165.63,2165.63) [2000,2350] " , " (32.3307,32.3307) [15,30] " , " (2.76,2.76) [2,4] " , " (2,2) [2,3] " , " (258.875,258.875) [50,455] " , " (2530.51,2530.51) [1000,4000] " , " (2.37,2.37) [1,3] " , " (1.54,1.54) [0,7] " , " (4,4) [1,2] " , " (1.5,1.5) [1,2] " , " (10.4,10.4) [8,9] " , " (1.33333,1.33333) [3,4] " , " (2.16,2.16) [1,2] " , " (1,1) [1,2] "
45 , 11 , 112 , 118 , 131 , 143 , 160 , 193 , 260 , " (138.252,138.252) [8700,46400] " , " (642.3,642.3) [43500,75400] " , " (0,0) [0,1] " , " (0,0) [1,2] " , " (5.16667,5.16667) [3,4] " , " (0,0) [0,1] " , " (0.95,0.95) [1,2] " , " (11.8,11.8) [638,1044] " , " (1.6,1.6) [1,2] " , " (2259.51,2259.51) [2000,2350] " , " (35.57,35.57) [15,30] " , " (1.91667,1.91667) [2,4] " , " (2,2) [2,3] " , " (414.625,414.625) [50,455] " , " (3329.81,3329.81) [1000,4000] " , " (4.42,4.42) [1,3] " , " (4.13333,4.13333) [0,7] " , " (2,2) [1,2] " , " (1.5,1.5) [1,2] " , " (9.8,9.8) [8,9] " , " (2.83333,2.83333) [3,4] " , " (2.25,2.25) [1,2] " , " (4,4) [1,2] "
46 , 78 , 114 , 130 , 121 , 145 , 145 , 235 , 284 , " (106.608,106.608) [8700,46400] " , " (681.717,681.717) [43500,75400] " , " (0,0) [0,1] " , " (0,0) [1,2] " , " (2.75,2.75) [3,4] " , " (0,0) [0,1] " , " (0.75,0.75) [1,2] " , " (9.33333,9.33333) [638,1044] " , " (1,1) [1,2] " , " (1958.61,1958.61) [2000,2350] " , " (36.1861,36.1861) [15,30] " , " (1.69314,1.69314) [2,4] " , " (2,2) [2,3] " , " (118.242,118.242) [50,455] " , " (2910.18,2910.18) [1000,4000] " , " (4.125,4.125) [1,3] " , " (1.6,1.6) [0,7] " , " (1,1) [1,2] " , " (4,4) [1,2] " , " (8.5,8.5) [8,9] " , " (1.83333,1.83333) [3,4] " , " (2.57143,2.57143) [1,2] " , " (0,0) [1,2] "
47 , 20 , 84 , 132 , 127 , 160 , 175 , 227 , 246 , " (152.002,152.002) [8700,46400] " , " (841.427,841.427) [43500,75400] " , " (0,0) [0,1] " , " (1,1) [1,2] " , " (4,4) [3,4] " , " (0,0) [0,1] " , " (0.75,0.75) [1,2] " , " (14.32,14.32) [638,1044] " , " (1,1) [1,2] " , " (2251.05,2251.05) [2000,2350] " , " (29.9962,29.9962) [15,30] " , " (2.25,2.25) [2,4] " , " (3,3) [2,3] " , " (137.458,137.458) [50,455] " , " (3206.33,3206.33) [1000,4000] " , " (4.78333,4.78333) [1,3] " , " (1.6,1.6) [0,7] " , " (1.5,1.5) [1,2] " , " (1.66667,1.66667) [1,2] " , " (10.9,10.9) [8,9] " , " (2,2) [3,4] " , " (1.78571,1.78571) [1,2] " , " (3.5,3.5) [1,2] "
48 , 66 , 110 , 131 , 129 , 153 , 153 , 198 , 259 , " (170.603,170.603) [8700,46400] " , " (1022.4,1022.4) [43500,75400] " , " (0.3,0.3) [0,1] " , " (3.33333,3.33333) [1,2] " , " (4.5,4.5) [3,4] " , " (0,0) [0,1] " , " (0.75,0.75) [1,2] " , " (18.3033,18.3033) [638,1044] " , " (1.33333,1.33333) [1,2] " , " (2371.94,2371.94) [2000,2350] " , " (34.3821,34.3821) [15,30] " , " (1.66,1.66) [2,4] " , " (0,0) [2,3] " , " (233.775,233.775) [50,455] " , " (3696.97,3696.97) [1000,4000] " , " (3.19333,3.19333) [1,3] " , " (7.8,7.8) [0,7] " , " (2,2) [1,2] " , " (1.5,1.5) [1,2] " , " (12.4,12.4) [8,9] " , " (2.33333,2.33333) [3,4] " , " (2.80286,2.80286) [1,2] " , " (0,0) [1,2] "
49 , 11 , 107 , 125 , 121 , 151 , 185 , 235 , 284 , " (143.973,143.973) [8700,46400] " , " (660.7,660.7) [43500,75400] " , " (0,0) [0,1] " , " (0,0) [1,2] " , " (3.2,3.2) [3,4] " , " (0,0) [0,1] " , " (1.05,1.05) [1,2] " , " (10.1667,10.1667) [638,1044] " , " (0,0) [1,2] " , " (2025.83,2025.83) [2000,2350] " , " (34.4226,34.4226) [15,30] " , " (3.1,3.1) [2,4] " , " (2.33333,2.33333) [2,3] " , " (440.725,440.725) [50,455] " , " (2481.05,2481.05) [1000,4000] " , " (2.43667,2.43667) [1,3] " , " (1.34,1.34) [0,7] " , " (4,4) [1,2] " , " (1.5,1.5) [1,2] " , " (9.5,9.5) [8,9] " , " (2.33333,2.33333) [3,4] " , " (2.32143,2.32143) [1,2] " , " (0,0) [1,2] "
50 , 57 , 99 , 117 , 118 , 149 , 156 , 192 , 260 , " (336.937,336.937) [8700,46400] " , " (604.543,604.543) [43500,75400] " , " (0,0) [0,1] " , " (0,0) [1,2] " , " (4.8,4.8) [3,4] " , " (0,0) [0,1] " , " (0,0) [1,2] " , " (14.3119,14.3119) [638,1044] " , " (1.6,1.6) [1,2] " , " (2184.89,2184.89) [2000,2350] " , " (35.9024,35.9024) [15,30] " , " (2.78571,2.78571) [2,4] " , " (2.66667,2.66667) [2,3] " , " (302.343,302.343) [50,455] " , " (2314.18,2314.18) [1000,4000] " , " (4.41667,4.41667) [1,3] " , " (2.24,2.24) [0,7] " , " (2,2) [1,2] " , " (1,1) [1,2] " , " (10,10) [8,9] " , " (1.16667,1.16667) [3,4] " , " (2,2) [1,2] " , " (3.71429,3.71429) [1,2] "
51 , 20 , 84 , 128 , 134 , 175 , 181 , 227 , 246 , " (159.887,159.887) [8700,46400] " , " (994.777,994.777) [43500,75400] " , " (0,0) [0,1] " , " (1,1) [1,2] " , " (4,4) [3,4] " , " (0,0) [0,1] " , " (0.75,0.75) [1,2] " , " (14.8367,14.8367) [638,1044] " , " (1.66667,1.66667) [1,2] " , " (2232.97,2232.97) [2000,2350] " , " (25.4212,25.4212) [15,30] " , " (2,2) [2,4] " , " (3,3) [2,3] " , " (177.008,177.008) [50,455] " , " (3203.59,3203.59) [1000,4000] " , " (2.9,2.9) [1,3] " , " (3.9,3.9) [0,7] " , " (1.5,1.5) [1,2] " , " (1.66667,1.66667) [1,2] " , " (10.9,10.9) [8,9] " , " (2,2) [3,4] " , " (1.78571,1.78571) [1,2] " , " (3,3) [1,2] "
