DIA  , DESAYUNO  , COLACION_MATUTINA  , COMIDA_ENTRADA  , COMIDA_ENTRADA  , COMIDA_PRINCIPAL  , COMIDA_PRINCIPAL  , COLACION_VESPERTINA  , CENA  , ACIDOFOLICOG , CALCIOMG , EQUIVALENTEAZUCARESCONGRASA , EQUIVALENTEACEITESYGRASASCONPROTEINAS , EQUIVALENTEACEITESYGRASAS , EQUIVALENTELECHECONAZUCAR , EQUIVALENTELECHEENTERA , HIERROMG , EQUIVALENTEAOAALTOENGRASA , KILOCALORIAS , FIBRAG , EQUIVALENTEFRUTAS , EQUIVALENTECEREALESCONGRASA , COLESTEROLMG , SODIOMG , EQUIVALENTEVERDURAS , AGSATURADOSG , EQUIVALENTEAOABAJOENGRASA , EQUIVALENTEAOAMODERADOSENGRASA , EQUIVALENTECEREALESSINGRASA , EQUIVALENTEAZUCARESSINGRASA , EQUIVALENTELEGUMINOSAS , EQUIVALENTEAOAMUYBAJOSENGRASA
21 , 11 , 107 , 118 , 121 , 151 , 185 , 235 , 284 , " (143.843,155.653) [8700,46400] " , " (924.55,912.45) [43500,75400] " , " (0,0) [0,1] " , " (1,1) [1,2] " , " (4,3.2) [3,4] " , " (0,0) [0,1] " , " (1.3,1.3) [1,2] " , " (12.1267,10.2267) [638,1044] " , " (1,1) [1,2] " , " (2162.94,2060.21) [2000,2350] " , " (29.6283,26.9426) [15,30] " , " (3.5,3.6) [2,4] " , " (2.33333,2.33333) [2,3] " , " (428.05,450.85) [50,455] " , " (2337.25,2581.75) [1000,4000] " , " (1.55333,1.91667) [1,3] " , " (2.1,1.84) [0,7] " , " (2,2) [1,2] " , " (1.5,1.5) [1,2] " , " (9,8.5) [8,9] " , " (3.66667,3.66667) [3,4] " , " (1.75,1.32143) [1,2] " , " (2,2) [1,2] "
22 , 66 , 96 , 125 , 122 , 151 , 137 , 192 , 272 , " (184.927,196.866) [8700,46400] " , " (703.9,688.2) [43500,75400] " , " (0,0) [0,1] " , " (1,1) [1,2] " , " (3.5,3.75) [3,4] " , " (0,0) [0,1] " , " (1.15,1.15) [1,2] " , " (10.97,9.80333) [638,1044] " , " (1.6,1.6) [1,2] " , " (2159.46,2185.81) [2000,2350] " , " (26.9273,27.2194) [15,30] " , " (2.16,2.01294) [2,4] " , " (2,2) [2,3] " , " (232.075,243.675) [50,455] " , " (2332.01,3287.96) [1000,4000] " , " (1.90333,2.51667) [1,3] " , " (2.2,2.3) [0,7] " , " (2,2) [1,2] " , " (1.5,1.5) [1,2] " , " (8.4,8.4) [8,9] " , " (3.66667,3) [3,4] " , " (1.66,1.66) [1,2] " , " (1,1.66667) [1,2] "
23 , 20 , 84 , 128 , 134 , 175 , 180 , 227 , 246 , " (83.7117,40.5417) [8700,46400] " , " (1040.18,1143.48) [43500,75400] " , " (0,1) [0,1] " , " (1,1) [1,2] " , " (3.66667,3.66667) [3,4] " , " (0,0) [0,1] " , " (1.85,1.85) [1,2] " , " (12.4,9.775) [638,1044] " , " (1,1) [1,2] " , " (2245.12,2240.9) [2000,2350] " , " (27.0779,23.33) [15,30] " , " (3.66667,2.66667) [2,4] " , " (3,3) [2,3] " , " (173.085,203.535) [50,455] " , " (3583.02,3013.3) [1000,4000] " , " (1.46667,1.18333) [1,3] " , " (3.4,5.7) [0,7] " , " (1.5,1.75) [1,2] " , " (1.76667,1.76667) [1,2] " , " (8.9,8.9) [8,9] " , " (3.13333,3.46667) [3,4] " , " (1.78571,1.5) [1,2] " , " (1.5,1.5) [1,2] "
24 , 11 , 112 , 132 , 129 , 147 , 160 , 193 , 260 , " (128.962,142.478) [8700,46400] " , " (883.21,883.5) [43500,75400] " , " (0,0) [0,1] " , " (1.33333,1.33333) [1,2] " , " (3.08333,3.66667) [3,4] " , " (0,0) [0,1] " , " (2,1.95) [1,2] " , " (11.56,10.56) [638,1044] " , " (1.6,1.6) [1,2] " , " (2101.69,2157.25) [2000,2350] " , " (20.8379,23.0033) [15,30] " , " (2.28333,2.08333) [2,4] " , " (2,2) [2,3] " , " (430.117,418.925) [50,455] " , " (3601.33,2938.91) [1000,4000] " , " (2.83333,2.53333) [1,3] " , " (4.78333,4.53333) [0,7] " , " (2,2) [1,2] " , " (1.5,1.5) [1,2] " , " (8.5,9) [8,9] " , " (3.33333,3.16667) [3,4] " , " (1.03571,1.25) [1,2] " , " (2,2) [1,2] "
25 , 66 , 113 , 119 , 124 , 185 , 151 , 192 , 248 , " (104.481,132.853) [8700,46400] " , " (829.375,833.9) [43500,75400] " , " (0,0) [0,1] " , " (1.33333,1) [1,2] " , " (3.55,3.35) [3,4] " , " (0,0) [0,1] " , " (1.15,1.15) [1,2] " , " (11.1577,12.2327) [638,1044] " , " (1,1) [1,2] " , " (2188.59,2159.29) [2000,2350] " , " (20.319,26.8323) [15,30] " , " (2.59333,2.49333) [2,4] " , " (3,3) [2,3] " , " (278.085,235.785) [50,455] " , " (3144.44,2813.06) [1000,4000] " , " (2.08333,2.68667) [1,3] " , " (3.11,2.27) [0,7] " , " (2,2) [1,2] " , " (1.85,1.6) [1,2] " , " (8.69,8.19) [8,9] " , " (3.71667,3.71667) [3,4] " , " (1.16,1.66) [1,2] " , " (1.33333,1.33333) [1,2] "
26 , 43 , 94 , 130 , 121 , 145 , 145 , 235 , 267 , " (282.815,265.695) [8700,46400] " , " (946.483,937.617) [43500,75400] " , " (0,0) [0,1] " , " (2,2) [1,2] " , " (4,4) [3,4] " , " (0,0) [0,1] " , " (1,1) [1,2] " , " (11.6,10.6333) [638,1044] " , " (1.5,1.16667) [1,2] " , " (2066.31,2067.47) [2000,2350] " , " (22.8573,29.0415) [15,30] " , " (2.22941,2.22941) [2,4] " , " (2,2) [2,3] " , " (170.7,161.233) [50,455] " , " (3276.17,3193.1) [1000,4000] " , " (2.76667,2.91667) [1,3] " , " (2.7,2.7) [0,7] " , " (1,1) [1,2] " , " (2,2) [1,2] " , " (9,8.5) [8,9] " , " (3.66667,3.66667) [3,4] " , " (1,1.57143) [1,2] " , " (1.33333,1.33333) [1,2] "
27 , 66 , 96 , 122 , 133 , 137 , 151 , 192 , 272 , " (196.866,177.947) [8700,46400] " , " (688.2,703.9) [43500,75400] " , " (0,0) [0,1] " , " (1,1) [1,2] " , " (3.75,3.5) [3,4] " , " (0,0) [0,1] " , " (1.15,1.15) [1,2] " , " (9.80333,10.97) [638,1044] " , " (1.6,1.6) [1,2] " , " (2185.81,2158.36) [2000,2350] " , " (27.2194,26.8973) [15,30] " , " (2.01294,2.16) [2,4] " , " (2,2) [2,3] " , " (243.675,232.075) [50,455] " , " (3287.96,2564.28) [1000,4000] " , " (2.51667,1.90333) [1,3] " , " (2.3,2.2) [0,7] " , " (2,2) [1,2] " , " (1.5,1.5) [1,2] " , " (8.4,8.4) [8,9] " , " (3,3.66667) [3,4] " , " (1.66,1.66) [1,2] " , " (1.66667,1) [1,2] "
28 , 11 , 112 , 131 , 125 , 160 , 143 , 193 , 260 , " (142.478,110.3) [8700,46400] " , " (883.5,858.3) [43500,75400] " , " (0,0) [0,1] " , " (1.33333,1.33333) [1,2] " , " (3.66667,3.16667) [3,4] " , " (0,0) [0,1] " , " (1.95,1.95) [1,2] " , " (10.56,10.26) [638,1044] " , " (1.6,1.6) [1,2] " , " (2156.48,2209.45) [2000,2350] " , " (23.0033,29.5783) [15,30] " , " (2.08333,2.5) [2,4] " , " (2,2) [2,3] " , " (418.925,418.925) [50,455] " , " (2938.81,2939.87) [1000,4000] " , " (2.54333,2.37667) [1,3] " , " (4.53333,4.33333) [0,7] " , " (2,2) [1,2] " , " (1.5,1.5) [1,2] " , " (9,9) [8,9] " , " (3.16667,3.16667) [3,4] " , " (1.25,1.75) [1,2] " , " (2,2) [1,2] "
29 , 20 , 84 , 134 , 118 , 180 , 181 , 227 , 246 , " (40.5417,100.612) [8700,46400] " , " (1143.48,1167.68) [43500,75400] " , " (1,0) [0,1] " , " (1,1) [1,2] " , " (3.66667,3.66667) [3,4] " , " (0,0) [0,1] " , " (1.85,1.85) [1,2] " , " (9.775,10.9667) [638,1044] " , " (1,1.66667) [1,2] " , " (2240.9,2240.38) [2000,2350] " , " (23.33,25.2) [15,30] " , " (2.66667,2.66667) [2,4] " , " (3,3) [2,3] " , " (203.535,225.835) [50,455] " , " (3013.3,3409.4) [1000,4000] " , " (1.18333,1.73333) [1,3] " , " (5.7,5.7) [0,7] " , " (1.75,1.5) [1,2] " , " (1.76667,1.76667) [1,2] " , " (8.9,8.9) [8,9] " , " (3.46667,3.46667) [3,4] " , " (1.5,1.5) [1,2] " , " (1.5,1.5) [1,2] "
30 , 11 , 107 , 128 , 130 , 185 , 151 , 214 , 284 , " (176.615,152.353) [8700,46400] " , " (840.9,857.667) [43500,75400] " , " (0,0) [0,1] " , " (1,1) [1,2] " , " (3.95,3.75) [3,4] " , " (0,0) [0,1] " , " (1.05,1.05) [1,2] " , " (10.2267,12.4933) [638,1044] " , " (1,1.33333) [1,2] " , " (2014.27,2102.74) [2000,2350] " , " (22.9745,29.0383) [15,30] " , " (3.6,3.5) [2,4] " , " (2.33333,2.33333) [2,3] " , " (453.675,440.342) [50,455] " , " (2566.86,2366.27) [1000,4000] " , " (2.18333,1.45333) [1,3] " , " (3.84,3.7) [0,7] " , " (2,2) [1,2] " , " (1.5,1.5) [1,2] " , " (8.5,8.5) [8,9] " , " (3.66667,3.66667) [3,4] " , " (1.03571,1.75) [1,2] " , " (2,2) [1,2] "
31 , 66 , 113 , 121 , 120 , 185 , 151 , 235 , 285 , " (110.841,108.695) [8700,46400] " , " (790.925,801.438) [43500,75400] " , " (0,0) [0,1] " , " (1.66667,1.66667) [1,2] " , " (3.55,3.35) [3,4] " , " (0,0) [0,1] " , " (1,1) [1,2] " , " (11.0877,12.5743) [638,1044] " , " (1,1) [1,2] " , " (2217.08,2238.71) [2000,2350] " , " (23.4433,25.8237) [15,30] " , " (2.59333,2.49333) [2,4] " , " (3,3) [2,3] " , " (269.21,258.01) [50,455] " , " (3115.17,2884.7) [1000,4000] " , " (2.63333,2.44667) [1,3] " , " (2.71,2.57) [0,7] " , " (2,2) [1,2] " , " (1.85,1.85) [1,2] " , " (8.59,8.22333) [8,9] " , " (3.71667,3.71667) [3,4] " , " (1.23143,1.66) [1,2] " , " (1.33333,2) [1,2] "
32 , 11 , 112 , 132 , 129 , 160 , 147 , 193 , 260 , " (148.427,123.013) [8700,46400] " , " (856.2,910.51) [43500,75400] " , " (0,0) [0,1] " , " (1.33333,1.33333) [1,2] " , " (3.66667,3.08333) [3,4] " , " (0,0) [0,1] " , " (1.95,2) [1,2] " , " (10.46,11.66) [638,1044] " , " (1.6,1.6) [1,2] " , " (2146.7,2112.23) [2000,2350] " , " (21.5229,22.3183) [15,30] " , " (2.08333,2.28333) [2,4] " , " (2,2) [2,3] " , " (418.925,430.117) [50,455] " , " (2708.89,3831.35) [1000,4000] " , " (2.81667,2.55) [1,3] " , " (4.53333,4.78333) [0,7] " , " (2,2) [1,2] " , " (1.5,1.5) [1,2] " , " (9,8.5) [8,9] " , " (3.16667,3.33333) [3,4] " , " (1.03571,1.25) [1,2] " , " (2,2) [1,2] "
33 , 66 , 96 , 131 , 133 , 185 , 151 , 192 , 272 , " (187.448,177.947) [8700,46400] " , " (720.3,703.9) [43500,75400] " , " (0,0) [0,1] " , " (1,1) [1,2] " , " (3.7,3.5) [3,4] " , " (0,0) [0,1] " , " (1.15,1.15) [1,2] " , " (9.87,10.97) [638,1044] " , " (1.6,1.6) [1,2] " , " (2109.93,2158.36) [2000,2350] " , " (21.9507,26.8973) [15,30] " , " (2.26,2.16) [2,4] " , " (2,2) [2,3] " , " (254.875,232.075) [50,455] " , " (2808.78,2564.28) [1000,4000] " , " (1.84333,1.90333) [1,3] " , " (2.34,2.2) [0,7] " , " (2,2) [1,2] " , " (1.5,1.5) [1,2] " , " (8.4,8.4) [8,9] " , " (3.66667,3.66667) [3,4] " , " (1.16,1.66) [1,2] " , " (1,1) [1,2] "
34 , 66 , 113 , 124 , 119 , 151 , 185 , 235 , 248 , " (132.853,104.481) [8700,46400] " , " (795.85,791.325) [43500,75400] " , " (0,0) [0,1] " , " (1.66667,2) [1,2] " , " (3.35,3.55) [3,4] " , " (0,0) [0,1] " , " (1,1) [1,2] " , " (12.2327,11.1577) [638,1044] " , " (1,1) [1,2] " , " (2174.35,2203.66) [2000,2350] " , " (26.8323,20.319) [15,30] " , " (2.49333,2.59333) [2,4] " , " (3,3) [2,3] " , " (232.31,274.61) [50,455] " , " (2804.33,3135.71) [1000,4000] " , " (2.68667,2.08333) [1,3] " , " (2.57,3.41) [0,7] " , " (2,2) [1,2] " , " (1.6,1.85) [1,2] " , " (8.19,8.69) [8,9] " , " (3.21667,3.21667) [3,4] " , " (1.66,1.16) [1,2] " , " (1.33333,1.33333) [1,2] "
35 , 11 , 107 , 128 , 130 , 185 , 151 , 214 , 284 , " (176.615,152.353) [8700,46400] " , " (840.9,857.667) [43500,75400] " , " (0,0) [0,1] " , " (1,1) [1,2] " , " (3.95,3.75) [3,4] " , " (0,0) [0,1] " , " (1.05,1.05) [1,2] " , " (10.2267,12.4933) [638,1044] " , " (1,1.33333) [1,2] " , " (2014.27,2102.74) [2000,2350] " , " (22.9745,29.0383) [15,30] " , " (3.6,3.5) [2,4] " , " (2.33333,2.33333) [2,3] " , " (453.675,440.342) [50,455] " , " (2566.86,2366.27) [1000,4000] " , " (2.18333,1.45333) [1,3] " , " (3.84,3.7) [0,7] " , " (2,2) [1,2] " , " (1.5,1.5) [1,2] " , " (8.5,8.5) [8,9] " , " (3.66667,3.66667) [3,4] " , " (1.03571,1.75) [1,2] " , " (2,2) [1,2] "
36 , 66 , 96 , 122 , 118 , 137 , 151 , 192 , 272 , " (196.866,183.207) [8700,46400] " , " (688.2,703) [43500,75400] " , " (0,0) [0,1] " , " (1,1) [1,2] " , " (3.75,3.5) [3,4] " , " (0,0) [0,1] " , " (1.15,1.15) [1,2] " , " (9.80333,11.37) [638,1044] " , " (1.6,1.6) [1,2] " , " (2185.81,2159.56) [2000,2350] " , " (27.2194,27.3473) [15,30] " , " (2.01294,2.16) [2,4] " , " (2,2) [2,3] " , " (243.675,232.075) [50,455] " , " (3287.96,2565.08) [1000,4000] " , " (2.51667,1.80333) [1,3] " , " (2.3,2.2) [0,7] " , " (2,2) [1,2] " , " (1.5,1.5) [1,2] " , " (8.4,8.4) [8,9] " , " (3,3.66667) [3,4] " , " (1.66,1.66) [1,2] " , " (1.66667,1) [1,2] "
37 , 11 , 112 , 131 , 129 , 147 , 160 , 193 , 260 , " (123.013,142.478) [8700,46400] " , " (910.51,883.5) [43500,75400] " , " (0,0) [0,1] " , " (1.33333,1.33333) [1,2] " , " (3.08333,3.66667) [3,4] " , " (0,0) [0,1] " , " (2,1.95) [1,2] " , " (11.66,10.56) [638,1044] " , " (1.6,1.6) [1,2] " , " (2111.46,2157.25) [2000,2350] " , " (22.3183,23.0033) [15,30] " , " (2.28333,2.08333) [2,4] " , " (2,2) [2,3] " , " (430.117,418.925) [50,455] " , " (3831.25,2938.91) [1000,4000] " , " (2.56,2.53333) [1,3] " , " (4.78333,4.53333) [0,7] " , " (2,2) [1,2] " , " (1.5,1.5) [1,2] " , " (8.5,9) [8,9] " , " (3.33333,3.16667) [3,4] " , " (1.25,1.25) [1,2] " , " (2,2) [1,2] "
38 , 66 , 113 , 124 , 121 , 151 , 185 , 235 , 285 , " (133.053,110.841) [8700,46400] " , " (798.825,790.925) [43500,75400] " , " (0,0) [0,1] " , " (1.66667,1.66667) [1,2] " , " (3.35,3.55) [3,4] " , " (0,0) [0,1] " , " (1,1) [1,2] " , " (12.3877,11.0877) [638,1044] " , " (1,1) [1,2] " , " (2217.65,2217.08) [2000,2350] " , " (27.0623,23.4433) [15,30] " , " (2.49333,2.59333) [2,4] " , " (3,3) [2,3] " , " (246.41,269.21) [50,455] " , " (2888.65,3115.17) [1000,4000] " , " (2.98667,2.63333) [1,3] " , " (2.57,2.71) [0,7] " , " (2,2) [1,2] " , " (1.85,1.85) [1,2] " , " (8.09,8.59) [8,9] " , " (3.71667,3.71667) [3,4] " , " (1.66,1.23143) [1,2] " , " (1.33333,1.33333) [1,2] "
39 , 20 , 84 , 132 , 133 , 160 , 180 , 227 , 246 , " (88.0467,31.1917) [8700,46400] " , " (1015.23,1143.48) [43500,75400] " , " (0,1) [0,1] " , " (1,1) [1,2] " , " (3.66667,3.66667) [3,4] " , " (0,0) [0,1] " , " (1.85,1.85) [1,2] " , " (10.05,9.775) [638,1044] " , " (1,1) [1,2] " , " (2272.95,2238) [2000,2350] " , " (29.4379,23.16) [15,30] " , " (2.91667,2.66667) [2,4] " , " (3,3) [2,3] " , " (186.285,203.535) [50,455] " , " (3181.24,3245.7) [1000,4000] " , " (2.91667,1.08333) [1,3] " , " (3.4,5.7) [0,7] " , " (1.5,1.75) [1,2] " , " (1.76667,1.76667) [1,2] " , " (8.9,8.9) [8,9] " , " (3.46667,3.46667) [3,4] " , " (1.78571,1.5) [1,2] " , " (2,1.5) [1,2] "
40 , 66 , 113 , 119 , 120 , 185 , 151 , 235 , 248 , " (104.481,108.495) [8700,46400] " , " (791.325,798.463) [43500,75400] " , " (0,0) [0,1] " , " (2,1.66667) [1,2] " , " (3.55,3.35) [3,4] " , " (0,0) [0,1] " , " (1,1) [1,2] " , " (11.1577,12.4193) [638,1044] " , " (1,1) [1,2] " , " (2203.66,2195.41) [2000,2350] " , " (20.319,25.5937) [15,30] " , " (2.59333,2.49333) [2,4] " , " (3,3) [2,3] " , " (274.61,243.91) [50,455] " , " (3135.71,2800.38) [1000,4000] " , " (2.08333,2.14667) [1,3] " , " (3.41,2.57) [0,7] " , " (2,2) [1,2] " , " (1.85,1.6) [1,2] " , " (8.69,8.32333) [8,9] " , " (3.21667,3.21667) [3,4] " , " (1.16,1.66) [1,2] " , " (1.33333,2) [1,2] "
41 , 11 , 107 , 130 , 128 , 151 , 185 , 214 , 284 , " (152.353,176.615) [8700,46400] " , " (857.667,840.9) [43500,75400] " , " (0,0) [0,1] " , " (1,1) [1,2] " , " (3.75,3.95) [3,4] " , " (0,0) [0,1] " , " (1.05,1.05) [1,2] " , " (12.4933,10.2267) [638,1044] " , " (1.33333,1) [1,2] " , " (2102.74,2014.27) [2000,2350] " , " (29.0383,22.9745) [15,30] " , " (3.5,3.6) [2,4] " , " (2.33333,2.33333) [2,3] " , " (440.342,453.675) [50,455] " , " (2366.27,2566.86) [1000,4000] " , " (1.45333,2.18333) [1,3] " , " (3.7,3.84) [0,7] " , " (2,2) [1,2] " , " (1.5,1.5) [1,2] " , " (8.5,8.5) [8,9] " , " (3.66667,3.66667) [3,4] " , " (1.75,1.03571) [1,2] " , " (2,2) [1,2] "
42 , 11 , 112 , 118 , 131 , 143 , 160 , 193 , 260 , " (108.58,142.478) [8700,46400] " , " (857.4,883.5) [43500,75400] " , " (0,0) [0,1] " , " (1.33333,1.33333) [1,2] " , " (3.16667,3.66667) [3,4] " , " (0,0) [0,1] " , " (1.95,1.95) [1,2] " , " (10.66,10.56) [638,1044] " , " (1.6,1.6) [1,2] " , " (2209.55,2156.48) [2000,2350] " , " (29.9983,23.0033) [15,30] " , " (2.5,2.08333) [2,4] " , " (2,2) [2,3] " , " (418.925,418.925) [50,455] " , " (3172.93,2938.81) [1000,4000] " , " (2.27667,2.54333) [1,3] " , " (4.33333,4.53333) [0,7] " , " (2,2) [1,2] " , " (1.5,1.5) [1,2] " , " (9,9) [8,9] " , " (3.16667,3.16667) [3,4] " , " (1.75,1.25) [1,2] " , " (2,2) [1,2] "
43 , 66 , 113 , 124 , 121 , 151 , 185 , 235 , 285 , " (133.053,110.841) [8700,46400] " , " (798.825,790.925) [43500,75400] " , " (0,0) [0,1] " , " (1.66667,1.66667) [1,2] " , " (3.35,3.55) [3,4] " , " (0,0) [0,1] " , " (1,1) [1,2] " , " (12.3877,11.0877) [638,1044] " , " (1,1) [1,2] " , " (2217.65,2217.08) [2000,2350] " , " (27.0623,23.4433) [15,30] " , " (2.49333,2.59333) [2,4] " , " (3,3) [2,3] " , " (246.41,269.21) [50,455] " , " (2888.65,3115.17) [1000,4000] " , " (2.98667,2.63333) [1,3] " , " (2.57,2.71) [0,7] " , " (2,2) [1,2] " , " (1.85,1.85) [1,2] " , " (8.09,8.59) [8,9] " , " (3.71667,3.71667) [3,4] " , " (1.66,1.23143) [1,2] " , " (1.33333,1.33333) [1,2] "
44 , 66 , 92 , 132 , 123 , 137 , 151 , 192 , 248 , " (135.111,126.985) [8700,46400] " , " (950.21,961.11) [43500,75400] " , " (0,0) [0,1] " , " (1,1) [1,2] " , " (3.45,3.11667) [3,4] " , " (0,0) [0,1] " , " (1.15,1.15) [1,2] " , " (11.81,12.91) [638,1044] " , " (2,2) [1,2] " , " (2263.85,2194.03) [2000,2350] " , " (28.4506,25.8323) [15,30] " , " (2.17961,2.32667) [2,4] " , " (2,2) [2,3] " , " (307.595,335.962) [50,455] " , " (2601.38,2643.2) [1000,4000] " , " (2.7,2.17) [1,3] " , " (2.25,6.8) [0,7] " , " (2,2) [1,2] " , " (1.7,1.7) [1,2] " , " (8.65,8.15) [8,9] " , " (3.05,3.71667) [3,4] " , " (1.94571,1.66) [1,2] " , " (2,2) [1,2] "
45 , 66 , 96 , 129 , 133 , 185 , 151 , 192 , 272 , " (187.448,177.947) [8700,46400] " , " (720.3,703.9) [43500,75400] " , " (0,0) [0,1] " , " (1,1) [1,2] " , " (3.7,3.5) [3,4] " , " (0,0) [0,1] " , " (1.15,1.15) [1,2] " , " (9.87,10.97) [638,1044] " , " (1.6,1.6) [1,2] " , " (2110.7,2158.36) [2000,2350] " , " (21.9507,26.8973) [15,30] " , " (2.26,2.16) [2,4] " , " (2,2) [2,3] " , " (254.875,232.075) [50,455] " , " (2808.88,2564.28) [1000,4000] " , " (1.83333,1.90333) [1,3] " , " (2.34,2.2) [0,7] " , " (2,2) [1,2] " , " (1.5,1.5) [1,2] " , " (8.4,8.4) [8,9] " , " (3.66667,3.66667) [3,4] " , " (1.16,1.66) [1,2] " , " (1,1) [1,2] "
46 , 20 , 113 , 120 , 130 , 163 , 152 , 206 , 260 , " (158.406,131.428) [8700,46400] " , " (938.19,882.743) [43500,75400] " , " (0,0) [0,1] " , " (1,1.07143) [1,2] " , " (3.41667,3.91667) [3,4] " , " (0,0) [0,1] " , " (1.75,1.75) [1,2] " , " (13.5393,12.386) [638,1044] " , " (1,1) [1,2] " , " (2224.95,2165.59) [2000,2350] " , " (27.1355,24.4817) [15,30] " , " (3.29167,3) [2,4] " , " (3,3) [2,3] " , " (194.985,184.252) [50,455] " , " (2305.35,2376.17) [1000,4000] " , " (2.42667,1.53333) [1,3] " , " (4.6,4.88571) [0,7] " , " (2,2) [1,2] " , " (1.76667,1.76667) [1,2] " , " (8.82333,8.19) [8,9] " , " (3.16667,3.16667) [3,4] " , " (1.5,1.5) [1,2] " , " (2,1.33333) [1,2] "
47 , 66 , 99 , 121 , 119 , 175 , 175 , 192 , 274 , " (199.522,193.362) [8700,46400] " , " (662.3,665.675) [43500,75400] " , " (0,0) [0,1] " , " (1,1.33333) [1,2] " , " (3.5,3.5) [3,4] " , " (0,0) [0,1] " , " (1.15,1.15) [1,2] " , " (11.62,11.845) [638,1044] " , " (1.6,1.6) [1,2] " , " (2197.34,2227.21) [2000,2350] " , " (28.5091,25.6148) [15,30] " , " (2.66,2.66) [2,4] " , " (2,2) [2,3] " , " (198.475,217.975) [50,455] " , " (2277.95,2382.81) [1000,4000] " , " (2.175,1.925) [1,3] " , " (2.2,2.9) [0,7] " , " (2,2) [1,2] " , " (1.5,1.75) [1,2] " , " (8.9,8.9) [8,9] " , " (3.83333,3.83333) [3,4] " , " (1.23143,1.16) [1,2] " , " (1.5,1.5) [1,2] "
48 , 66 , 96 , 125 , 131 , 151 , 185 , 192 , 272 , " (184.927,187.448) [8700,46400] " , " (703.9,720.3) [43500,75400] " , " (0,0) [0,1] " , " (1,1) [1,2] " , " (3.5,3.7) [3,4] " , " (0,0) [0,1] " , " (1.15,1.15) [1,2] " , " (10.97,9.87) [638,1044] " , " (1.6,1.6) [1,2] " , " (2159.46,2109.93) [2000,2350] " , " (26.9273,21.9507) [15,30] " , " (2.16,2.26) [2,4] " , " (2,2) [2,3] " , " (232.075,254.875) [50,455] " , " (2332.01,2808.78) [1000,4000] " , " (1.90333,1.84333) [1,3] " , " (2.2,2.34) [0,7] " , " (2,2) [1,2] " , " (1.5,1.5) [1,2] " , " (8.4,8.4) [8,9] " , " (3.66667,3.66667) [3,4] " , " (1.66,1.16) [1,2] " , " (1,1) [1,2] "
49 , 66 , 92 , 136 , 132 , 185 , 137 , 192 , 248 , " (143.255,135.111) [8700,46400] " , " (953.21,950.21) [43500,75400] " , " (0,0) [0,1] " , " (1,1) [1,2] " , " (3.06667,3.45) [3,4] " , " (0,0) [0,1] " , " (1.15,1.15) [1,2] " , " (11.61,11.81) [638,1044] " , " (2,2) [1,2] " , " (2192.56,2263.85) [2000,2350] " , " (20.888,28.4506) [15,30] " , " (2.42667,2.17961) [2,4] " , " (2,2) [2,3] " , " (355.762,307.595) [50,455] " , " (2889.5,2601.38) [1000,4000] " , " (2.23333,2.7) [1,3] " , " (6.39,2.25) [0,7] " , " (2,2) [1,2] " , " (1.7,1.7) [1,2] " , " (8.65,8.65) [8,9] " , " (3.71667,3.05) [3,4] " , " (1.23143,1.94571) [1,2] " , " (2,2) [1,2] "
50 , 57 , 99 , 134 , 117 , 156 , 149 , 192 , 260 , " (339.115,231.507) [8700,46400] " , " (891.8,755.943) [43500,75400] " , " (0,0) [0,1] " , " (1.33333,1.33333) [1,2] " , " (3.5,3.3) [3,4] " , " (0,0) [0,1] " , " (1.4,1.4) [1,2] " , " (11.5833,12.0619) [638,1044] " , " (1.6,1.6) [1,2] " , " (2176.73,2123.92) [2000,2350] " , " (27.2857,24.2615) [15,30] " , " (3.61905,3.11905) [2,4] " , " (2.66667,2.66667) [2,3] " , " (282.3,318.243) [50,455] " , " (1796.02,2065.25) [1000,4000] " , " (2.76667,2.30833) [1,3] " , " (2.8,2.84) [0,7] " , " (1,1.5) [1,2] " , " (1,1) [1,2] " , " (8.5,8.5) [8,9] " , " (3.66667,3) [3,4] " , " (1,1) [1,2] " , " (2,1.71429) [1,2] "
51 , 11 , 107 , 130 , 126 , 137 , 151 , 234 , 275 , " (134.434,202.738) [8700,46400] " , " (770.467,775.4) [43500,75400] " , " (0,0) [0,1] " , " (1,1) [1,2] " , " (3.35,3.76667) [3,4] " , " (0,0) [0,1] " , " (1.05,1.05) [1,2] " , " (11.4933,12.0667) [638,1044] " , " (1.33333,1) [1,2] " , " (2134.88,2123.9) [2000,2350] " , " (28.7462,29.7908) [15,30] " , " (3.47794,3.625) [2,4] " , " (2.33333,2.33333) [2,3] " , " (429.392,445.292) [50,455] " , " (3298.25,2863.84) [1000,4000] " , " (1.98333,2.10333) [1,3] " , " (1.34,5.74) [0,7] " , " (2,2) [1,2] " , " (1.5,1.5) [1,2] " , " (9,8.7) [8,9] " , " (3,3.66667) [3,4] " , " (1.75,1.75) [1,2] " , " (2,2) [1,2] "
